7802.jpg;Olea europaea;1;1
11428.jpg;Rhamnus alaternus;1;0.4
11428.jpg;Cercis siliquastrum;2;0.133333
11428.jpg;Paliurus spina-christi;3;0.0666667
11428.jpg;Broussonetia papyrifera;4;0.0666667
11428.jpg;Quercus ilex;5;0.0666667
11428.jpg;Betula pubescens;6;0.0666667
11428.jpg;Malus sylvestris;7;0.0666667
11428.jpg;Alnus cordata;8;0.0666667
11428.jpg;Diospyros kaki;9;0.0666667
10840.jpg;Juniperus oxycedrus;1;1
5252.jpg;Alnus cordata;1;0.266667
5252.jpg;Mespilus germanica;2;0.2
5252.jpg;Alnus glutinosa;3;0.2
5252.jpg;Populus nigra;4;0.133333
5252.jpg;Cornus mas;5;0.0666667
5252.jpg;Quercus petraea;6;0.0666667
5252.jpg;Viburnum lantana;7;0.0666667
1517.jpg;Fraxinus ornus;1;0.266667
1517.jpg;Sophora japonica;2;0.133333
1517.jpg;Juglans regia;3;0.133333
1517.jpg;Pistacia terebinthus;4;0.133333
1517.jpg;Pistacia lentiscus;5;0.133333
1517.jpg;Robinia pseudoacacia;6;0.0666667
1517.jpg;Fraxinus angustifolia;7;0.0666667
1517.jpg;Laburnum anagyroides;8;0.0666667
11429.jpg;Cornus sanguinea;1;0.4
11429.jpg;Euonymus europaeus;2;0.266667
11429.jpg;Alnus cordata;3;0.133333
11429.jpg;Mespilus germanica;4;0.0666667
11429.jpg;Alnus glutinosa;5;0.0666667
11429.jpg;Viburnum tinus;6;0.0666667
7116.jpg;Pittosporum tobira;1;0.4
7116.jpg;Rhamnus alaternus;2;0.266667
7116.jpg;Castanea sativa;3;0.133333
7116.jpg;Prunus laurocerasus;4;0.0666667
7116.jpg;Arbutus unedo;5;0.0666667
7116.jpg;Malus sylvestris;6;0.0666667
10841.jpg;Populus tremula;1;0.6
10841.jpg;Ulmus minor;2;0.266667
10841.jpg;Betula utilis var. jacquemontii;3;0.0666667
10841.jpg;Betula pubescens;4;0.0666667
3390.jpg;Sorbus domestica;1;0.333333
3390.jpg;Fraxinus angustifolia;2;0.2
3390.jpg;Rhus coriaria;3;0.2
3390.jpg;Fraxinus excelsior;4;0.133333
3390.jpg;Koelreuteria paniculata;5;0.0666667
3390.jpg;Acer saccharinum;6;0.0666667
10842.jpg;Daphne cneorum;1;0.933333
10842.jpg;Nerium oleander;2;0.0666667
11430.jpg;Quercus ilex;1;0.133333
11430.jpg;Quercus petraea;2;0.133333
11430.jpg;Viburnum tinus;3;0.133333
11430.jpg;Paliurus spina-christi;4;0.133333
11430.jpg;Populus tremula;5;0.0666667
11430.jpg;Quercus robur;6;0.0666667
11430.jpg;Rhamnus alaternus;7;0.0666667
11430.jpg;Prunus padus;8;0.0666667
11430.jpg;Cornus mas;9;0.0666667
11430.jpg;Alnus glutinosa;10;0.0666667
